kode_barang,kode_barcode,kode_barcode_2,kode_barcode_3,nama,kategori,sub_kategori,supplier,tanggal_beli,isi,isi_satuan_3,satuan_1,satuan_2,satuan_3,toko,gudang,hpp,harga_toko_1,harga_toko_2,harga_toko_3,harga_partai_1,harga_partai_2,harga_partai_3,harga_cabang_1,harga_cabang_2,harga_cabang_3,lokasi,ukuran,warna,nama_2,nama_3,stok_min,stok_max,total_stock,total_sales,profit_margin,low_stock_flag,fast_moving_flag,margin_category
H1228,8991912151015,,,HIT MILD,ROKOK,Unknown,ANGUANG,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,80000.0,81000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0123,True,True,Low
H0320,8992745120520,,,HIT MOUSE ELECTRIC,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,12784.0,13400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,41.0,0.046,True,False,Low
H1213,8992745140689,,,HIT NON STOP SET 45ML+ALAT EKONOMIS,PARFUM,Unknown,NATURAL ALTOVIR,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,15861.0,16700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0502,True,True,Low
H0316,8992745120131,,,HIT OIL SPRAY BTL 360ML+55ML,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,9739.0,10300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0545,True,False,Low
H0304,8992745120216,,,HIT OIL SPRAY BTL 700ML+105ML,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,18531.0,19400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,38.0,0.0448,True,False,Low
H0317,8992745120414,,,HIT OIL SPRAY WL REF 400ML+60ML,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,10838.0,11400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,33.0,0.0493,True,False,Low
H0305,8992745120537,,,HIT OIL SPRAY WL REF 720+200ML,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,18531.0,19400,,,,,,,,,Unknown,Unknown,Unknown,,,6,0,0,14.0,0.0448,True,False,Low
H0314,8992745120056,,,HIT OIL SPRAY WL REFF 360ML,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,8770.0,9200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0467,True,True,Low
H1317,8992745326793,,,HIT ONE PUSH GREEN TEA,DETERGEN,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,17505.0,18500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,5.0,0.0538,True,False,Low
H1316,8992745326809,,,HIT ONE PUSH ORANGE,DETERGEN,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,15950.0,18500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,14.0,0.1378,True,False,Medium
H0326,8992743120324,,,HIT POMPA  PLASTIK 1PC,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,10105.0,10700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,17.0,0.0556,True,False,Low
H0303,8992745120179,,,HIT POUCH 175ML REFILL,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,5231.0,5600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.0659,True,False,Low
H0306,8992745120513,,,HIT POUCH 800ML+120ML REFIL,TANDAS,Unknown,NATURAL ALTOVIR,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,18532.0,20600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1004,True,True,Medium
H1223,8991912101010,,,HITS MILD,ROKOK,Unknown,ANGUANG,1899-12-30,10,1,PCs,Unknown,Unknown,0,0,7700.0,8500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,41.0,0.0941,True,False,Low
H1166,8995183600081,,,HOKA JELY,PERMEN,Unknown,SANTRI JAYA.CV,1899-12-30,54,1,PACKs,Unknown,Unknown,0,0,1203.7,1500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1975,True,True,Medium
H0643,711844110205,,,HOKI KCP MANIS POUCH 600ML,KECAP & SAUCE,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,12533.33,13200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0505,True,True,Low
H0332,711844110229,,,HOKI KECAP MANIS 140ML,KECAP & SAUCE,Unknown,SERAYA MAKMUR P,1899-12-30,48,1,BOTOL,Unknown,Unknown,0,0,2031.25,2300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,10.0,0.1168,True,False,Medium
H0333,711844110212,,,HOKI KECAP MANIS 625ML,KECAP & SAUCE,Unknown,SERAYA MAKMUR P,1899-12-30,12,1,BOTOL,Unknown,Unknown,0,0,14070.83,14800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.0493,True,False,Low
H0352,8994405101733,,,HOLLAND BISKUIT WALKER 260G C-PUFF,BISKUIT,Unknown,AKP[ANUGRAH KAR,1899-12-30,18,1,PCs,Unknown,Unknown,0,0,3500.0,3700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,34.0,0.0541,True,False,Low
H0355,8993297521551,,,HOME SARDIN 155G TOMATO,MAKANAN KALENG,Unknown,"BINTANG LIMA, P",1899-12-30,50,1,KALENG,Unknown,Unknown,0,0,1750.0,2300,,,,,,,,,Unknown,Unknown,Unknown,,,100,0,0,14.0,0.2391,True,False,High
H0356,8992807123919,,,HOME SNOW 39G,KOSMETIK,Unknown,"MAHA NAGA, TK",1899-12-30,12,1,PCs,Unknown,Unknown,0,0,4250.0,4800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,42.0,0.1146,True,False,Medium
H1338,9555239000013,,,HOMES CAFE 3IN1 ORIGINAL 40G,SUSU,Unknown,SERAYA MAKMUR P,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,44250.0,46600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.0504,True,True,Low
H1337,9555239001003,,,HOMES CAFE 3IN1 TEH TARIK 40G,SUSU,Unknown,SERAYA MAKMUR P,1899-12-30,6,1,PCs,Unknown,Unknown,0,0,44250.0,46600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,48.0,0.0504,True,True,Low
H1358,8992696427945,,,HONEY STAR 14G,MAKANAN PAGI,Unknown,PD BINTANG BARU,1899-12-30,48,1,PACKs,Unknown,Unknown,0,0,4426.89,5000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1146,True,True,Medium
H0367,4800361002936,,,HONEY STARS 150G INDO,MAKANAN PAGI,Unknown,PD BINTANG BARU,1899-12-30,18,1,PCs,Unknown,Unknown,0,0,13833.83,14700,,,,,,,,,Unknown,Unknown,Unknown,,,36,0,0,48.0,0.0589,True,True,Low
H1345,8992771400887,,,HORI BULB 6W,SUSU,Unknown,SELATANINDO SAR,1899-12-30,5,1,KALENG,Unknown,Unknown,0,0,88550.0,92900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0468,True,True,Low
H1305,8992771400016,,,HORI CLASSIC 11W,MAKANAN BAYI,Unknown,PT SELATINDO BA,1899-12-30,144,1,PCs,Unknown,Unknown,0,0,21450.0,22600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,21.0,0.0509,True,False,Low
H1284,8992771400023,,,HORI CLASSIC 15W,MAKANAN BAYI,Unknown,"INDOSINMA JAYA,",1899-12-30,144,1,PCs,Unknown,Unknown,0,0,21600.0,22800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,40.0,0.0526,True,False,Low
H1304,8992771400139,,,HORI CLASSIC 5W,MAKANAN BAYI,Unknown,PT SELATINDO BA,1899-12-30,144,1,PCs,Unknown,Unknown,0,0,19100.0,20200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.0545,True,True,Low
H1346,8992771400894,,,HORI LED BULB 9W,SUSU,Unknown,SELATANINDO SAR,1899-12-30,5,1,KALENG,Unknown,Unknown,0,0,139150.0,146200,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,21.0,0.0482,True,False,Low
H1282,8992771400061,,,HORI SPIRAL 11W,BISKUIT,Unknown,PT SELATINDO BA,1899-12-30,144,1,PACKs,Unknown,Unknown,0,0,26950.0,28300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0477,True,True,Low
H1288,8992771400078,,,HORI SPIRAL 15W,BISKUIT,Unknown,PT SELATINDO BA,1899-12-30,144,1,PACKs,Unknown,Unknown,0,0,26000.0,27300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,31.0,0.0476,True,False,Low
H1298,8992771400085,,,HORI SPIRAL 18W,BISKUIT,Unknown,PT SELATINDO BA,1899-12-30,144,1,PACKs,Unknown,Unknown,0,0,27200.0,28600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.049,True,False,Low
H1299,8992771400092,,,HORI SPIRAL 23W,BISKUIT,Unknown,PT SELATINDO BA,1899-12-30,144,1,PACKs,Unknown,Unknown,0,0,30000.0,31500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0476,True,False,Low
H1281,8992771400160,,,HORI SPIRAL 5W,BISKUIT,Unknown,PT SELATINDO BA,1899-12-30,144,1,PACKs,Unknown,Unknown,0,0,22600.0,23800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.0504,True,False,Low
H1283,8992771400054,,,HORI SPIRAL 9W,BISKUIT,Unknown,PT SELATINDO BA,1899-12-30,144,1,PACKs,Unknown,Unknown,0,0,26400.0,27800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0504,True,True,Low
H0394,8888192815211,,,HOSEN CORN CUT 400GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,7150.0,7600,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,66.0,0.0592,True,True,Low
H0395,8888192815310,,,HOSEN CORN SPEAR 425G,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,10000.0,10500,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,19.0,0.0476,True,False,Low
H0396,8888192815112,,,HOSEN CORN SWEET CREAM 425GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,7500.0,8000,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,17.0,0.0625,True,False,Low
H0397,8888192815013,,,HOSEN CORN WHOLE KERNEL 400GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,6600.0,7200,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,52.0,0.0833,True,True,Low
H0846,8888192820758,,,HOSEN F.COCKTAIL FIESTA 836G,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,KALENG,Unknown,Unknown,0,0,15750.0,16600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0512,True,True,Low
H0398,8888192820208,,,HOSEN F.COCKTAIL TROPICAL 825G,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,KALENG,Unknown,Unknown,0,0,16150.0,16900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,38.0,0.0444,True,False,Low
H0399,8888192821182,,,HOSEN GREEN PEAS 397GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,6060.0,6500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0677,True,True,Low
H0401,8888192820017,,,HOSEN LONGAN IN HEAVY 565GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,KALENG,Unknown,Unknown,0,0,16500.0,17400,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,26.0,0.0517,True,False,Low
H0402,8888192820055,,,HOSEN LYCHEE 565GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,KALENG,Unknown,Unknown,0,0,13000.0,13700,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,26.0,0.0511,True,False,Low
H0403,8888192801061,,,HOSEN MACKEREL 425GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,12000.0,12600,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,1.0,0.0476,True,False,Low
H1276,8888192501732,,,HOSEN MARA CHERRIES 3644G,MINUMAN,Unknown,"INDOSINMA JAYA,",1899-12-30,3,1,BOTOL,Unknown,Unknown,0,0,215000.0,221500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,37.0,0.0293,True,False,Low
H0405,8888192815419,,,HOSEN MUSHROOMS WHOLE 425GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,10450.0,11000,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,32.0,0.05,True,False,Low
H1046,8888192902188,,,HOSEN ORANGE SAC 240ML,MINUMAN,Unknown,"INDOSINMA JAYA,",1899-12-30,30,1,KALENG,Unknown,Unknown,0,0,2066.66,2500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.1733,True,True,Medium
H0408,8888192820352,,,HOSEN RAMBUTAN 565G,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,KALENG,Unknown,Unknown,0,0,19800.0,20800,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,48.0,0.0481,True,True,Low
H0391,8888192820307,,,HOSEN RAMBUTAN NENAS 565G,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,12,1,KALENG,Unknown,Unknown,0,0,18000.0,18900,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,82.0,0.0476,True,True,Low
H0410,8888192815488,,,HOSEN SM UNPEELED 425GR,MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,10300.0,10900,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,39.0,0.055,True,False,Low
H0409,8888192815464,,,HOSEN STRAW MUSHR(PELLED),MAKANAN KALENG,Unknown,"INDOSINMA JAYA,",1899-12-30,24,1,KALENG,Unknown,Unknown,0,0,1.1,8100,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,44.0,0.9999,True,False,High
H0412,8993154150016,,,HOT HOT POP 25S BAG,PERMEN,Unknown,PT.YAFINDO  MIT,1899-12-30,50,1,BUNGKUS,Unknown,Unknown,0,0,3800.0,4300,,,,,,,,,Unknown,Unknown,Unknown,,,50,0,0,37.0,0.1163,True,False,Medium
H1251,8994254001338,,,HUFAGRIP PILEK 60ML,KECAP & SAUCE,Unknown,"BINTANG LIMA, P",1899-12-30,6,1,BOTOL,Unknown,Unknown,0,0,7450.0,7900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,32.0,0.057,True,False,Low
H0615,8994254011115,,,HUFAGRIP SYRUP 60ML(JPS),OBATAN,Unknown,"BINTANG LIMA, P",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,9410.0,9900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,38.0,0.0495,True,False,Low
H1173,8994254001215,,,HUFAGRIP TMP,OBATAN,Unknown,"DOS NI ROHA, PT",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,7450.0,7900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.057,True,True,Low
H1174,8994254001222,,,HUFAGRIPP BP 60ML,SUSU,Unknown,"DOS NI ROHA, PT",1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,8870.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,22.0,0.0564,True,False,Low
H0902,4800060421304,,,HUGGIES DRY L-12,PAMPERS,Unknown,ERA,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,29825.0,30700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0285,True,True,Low
H1119,4800060421403,,,HUGGIES DRY L20,PAMPERS,Unknown,ERA,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,41408.13,43500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0481,True,True,Low
H0901,4800060420901,,,HUGGIES DRY M-14,PAMPERS,Unknown,ERA,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,26894.5,28300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,17.0,0.0497,True,False,Low
H1118,4800060421007,,,HUGGIES DRY M22,PAMPERS,Unknown,ERA,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,42182.0,43500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.0303,True,False,Low
H0905,4800060420505,,,HUGGIES DRY S-16,PAMPERS,Unknown,ERA,1899-12-30,3,1,PACKs,Unknown,Unknown,0,0,27318.0,28700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,23.0,0.0482,True,False,Low
H0900,4800060421700,,,HUGGIES DRY XL-10,PAMPERS,Unknown,ERA,1899-12-30,12,1,PACKs,Unknown,Unknown,0,0,29825.0,30800,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,16.0,0.0317,True,False,Low
H1120,4800060421809,,,HUGGIES DRY XL18,PAMPERS,Unknown,ERA,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,41408.13,43500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,18.0,0.0481,True,False,Low
H1122,4800060821401,,,HUGGIES PULL UP PANTS M14,PAMPERS,Unknown,ERA,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,33273.0,34300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,13.0,0.0299,True,False,Low
H0836,4800060821432,,,HUGGIES PULL-UP XXL-8,PAMPERS,Unknown,ERA,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,33273.0,34900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.0466,True,False,Low
H0759,4800060821418,,,HUGGIES PULL-UPS L-12,PAMPERS,Unknown,ERA,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,33273.0,34300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,28.0,0.0299,True,False,Low
H0758,4800060821425,,,HUGGIES PULL-UPS XL-10,PAMPERS,Unknown,ERA,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,32757.17,34400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,36.0,0.0478,True,False,Low
H1018,4800060360047,,,HUGGIES ULTRA  XL-3,PAMPERS,Unknown,ERA,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,10669.33,11000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,27.0,0.0301,True,False,Low
H1033,4800060360030,,,HUGGIES ULTRA DIAPERS L-3,PAMPERS,Unknown,ERA,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,8909.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0522,True,True,Low
H1034,4800060360023,,,HUGGIES ULTRA DIAPERS M-4,PAMPERS,Unknown,ERA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,8901.17,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0531,True,True,Low
H1035,4800060360016,,,HUGGIES ULTRA DIASPERS S-4,PAMPERS,Unknown,ERA,1899-12-30,12,1,PCs,Unknown,Unknown,0,0,8909.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,18.0,0.0522,True,False,Low
H1049,4800060360085,,,HUGGIES ULTRA L-18,PAMPERS,Unknown,ERA,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,36782.0,37900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.0295,True,True,Low
H1041,4800060360078,,,HUGGIES ULTRA M-20,PAMPERS,Unknown,ERA,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,36782.0,37900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,10.0,0.0295,True,False,Low
H1017,4800060360009,,,HUGGIES ULTRA NEWBORN 4S,PAMPERS,Unknown,ERA,1899-12-30,12,1,PACKs,Unknown,Unknown,0,0,8909.0,9400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,19.0,0.0522,True,False,Low
H1019,4800060360061,,,HUGGIES ULTRA S-22,PAMPERS,Unknown,PRIMA RINTIS SE,1899-12-30,8,1,PACKs,Unknown,Unknown,0,0,43273.0,45400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,32.0,0.0469,True,False,Low
H1325,8997050802468,,,HUKI BTL 120ML,STATIONERY,Unknown,a,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,29000.0,30500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0492,True,True,Low
H1323,8991003060134,,,HUKI BTL 8OZ 240ML C10034,STATIONERY,Unknown,a,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,17000.0,17900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,20.0,0.0503,True,False,Low
H1322,8997050801324,,,HUKI BTL ORTHO SHAPED 60ML,STATIONERY,Unknown,a,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,18250.0,19300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,50.0,0.0544,True,True,Low
H1324,8997050802413,,,HUKI BTL ORTHO STREAMLINE 120ML,STATIONERY,Unknown,a,1899-12-30,3,1,PACKs,Unknown,Unknown,0,0,23500.0,24700,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,25.0,0.0486,True,False,Low
H0919,8991003060110,,,HUKI BTL SUSU STDR 4OZ (CI 0032),PRODUCT BAYI,Unknown,a,1899-12-30,1,1,BOX,Unknown,Unknown,0,0,15750.0,16600,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,9.0,0.0512,True,False,Low
H1326,8997050803199,,,HUKI BTL WEANING 125ML,STATIONERY,Unknown,a,1899-12-30,3,1,PACKs,Unknown,Unknown,0,0,17500.0,18400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,10.0,0.0489,True,False,Low
H1318,8991003060073,,,HUKI DOT LATEX KUNING M C10003,STATIONERY,Unknown,a,1899-12-30,3,1,PACKs,Unknown,Unknown,0,0,10000.0,11000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,43.0,0.0909,True,False,Low
H1327,8991003060752,,,HUKI DOT LATEX KUNING S C10148,STATIONERY,Unknown,a,1899-12-30,6,1,PACKs,Unknown,Unknown,0,0,10000.0,11000,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,30.0,0.0909,True,False,Low
H1320,8997050802383,,,HUKI DOT SILICON M/L,STATIONERY,Unknown,a,1899-12-30,18,1,PACKs,Unknown,Unknown,0,0,3888.88,4400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,39.0,0.1162,True,False,Medium
H1321,8997050802390,,,HUKI DOT SILICON M/L,STATIONERY,Unknown,a,1899-12-30,18,1,PACKs,Unknown,Unknown,0,0,3888.88,4400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,45.0,0.1162,True,False,Medium
H1319,8991003060219,,,HUKI EMPENG DOT C10041,STATIONERY,Unknown,a,1899-12-30,3,1,PACKs,Unknown,Unknown,0,0,14000.0,15400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,26.0,0.0909,True,False,Low
C0286,9556085555740,,,HUP SENG CAL CRAC (ORIGINAL) 400G,BISKUIT,Unknown,pt tiga benua,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,9916.66,10500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,23.0,0.0556,True,False,Low
C0287,9556085318741,,,HUP SENG CAL CRAC VEG 330G,BISKUIT,Unknown,pt tiga benua,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,9916.66,10500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,3.0,0.0556,True,False,Low
C0285,9556085319748,,,HUP SENG CALSIUM C (CHEESE) 380G,BISKUIT,Unknown,pt tiga benua,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,9916.66,10500,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,28.0,0.0556,True,False,Low
C1502,9556085302757,,,HUP SENG CREAM CRAC 428G,BISKUIT,Unknown,pt tiga benua,1899-12-30,12,1,BUNGKUS,Unknown,Unknown,0,0,10833.33,11400,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,49.0,0.0497,True,True,Low
I0004,9311931189049,,,IC CAPUCINO 15S BOX 25GX15X12,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,1,1,KARTON,Unknown,Unknown,0,0,20086.0,21200,,,,,,,,,Unknown,Unknown,Unknown,,,24,0,0,13.0,0.0525,True,False,Low
I0006,9311931189056,,,IC CAPUCINO 50S BAG 25GRX50X5,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,5,1,PACKs,Unknown,Unknown,0,0,60258.0,63200,,,,,,,,,Unknown,Unknown,Unknown,,,10,0,0,37.0,0.0466,True,False,Low
I0005,9311931189018,,,IC CAPUCINO BOX 5X25GR,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,24,1,PCs,Unknown,Unknown,0,0,7348.0,7800,,,,,,,,,Unknown,Unknown,Unknown,,,48,0,0,44.0,0.0579,True,False,Low
I0007,9311931184051,,,IC COFEMIX 100S BAG 20GX100X5,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,5,1,PACKs,Unknown,Unknown,0,0,82039.0,86200,,,,,,,,,Unknown,Unknown,Unknown,,,10,0,0,52.0,0.0483,True,True,Low
I0008,9311931184518,,,IC COFFE-O 15S BOX,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,36,1,PCs,Unknown,Unknown,0,0,9790.0,10300,,,,,,,,,Unknown,Unknown,Unknown,,,72,0,0,29.0,0.0495,True,False,Low
I0009,9311931184501,,,IC COFFEE-O 5S BOX,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,60,1,PCs,Unknown,Unknown,0,0,3533.0,3800,,,,,,,,,Unknown,Unknown,Unknown,,,120,0,0,11.0,0.0703,True,False,Low
I0315,9311931016284,,,IC COFFEEMIX 10X20G BOX,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,20,1,PCs,Unknown,Unknown,0,0,9420.0,9900,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,29.0,0.0485,True,False,Low
I0010,9311931014150,,,IC COFFEEMIX GINSENG 5SX20G,TEH & KOPI,Unknown,"BINTANG LIMA, P",1899-12-30,1,1,BOX,Unknown,Unknown,0,0,9768.0,10300,,,,,,,,,Unknown,Unknown,Unknown,,,1,0,0,46.0,0.0517,True,True,Low
