kode_barang,kode_barcode,kode_barcode_2,kode_barcode_3,nama,kategori,sub_kategori,supplier,tanggal_beli,isi,isi_satuan_3,satuan_1,satuan_2,satuan_3,toko,gudang,hpp,harga_toko_1,harga_toko_2,harga_toko_3,harga_partai_1,harga_partai_2,harga_partai_3,harga_cabang_1,harga_cabang_2,harga_cabang_3,lokasi,ukuran,warna,nama_2,nama_3,stok_min,stok_max
M2662,8996001520185,0.0,0.0,MIGELAS 9REGX8PX35G AYAM SPECIAL,MIE,0.0,Unknown,1899-12-30,9,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2945,8996001523148,0.0,0.0,MIGELAS BAG 6X35G BAKSO SAPI,MIE,0.0,Unknown,1899-12-30,10,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M0999,8996001520123,0.0,0.0,MIGELAS BAGX6X35G AYAM BW,MIE,0.0,Unknown,1899-12-30,10,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,0
M1000,8996001520147,0.0,0.0,MIGELAS BAGX6X35G KARI AYAM,MIE,0.0,Unknown,1899-12-30,10,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,0
M1001,8996001520161,0.0,0.0,MIGELAS BAGX6X35G SOTO AYAM,MIE,0.0,Unknown,1899-12-30,10,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,0
M4123,8994075740041,0.0,0.0,MIGI CHEESE 1PCS,BUMBU,0.0,SERAYA MAKMUR P,1899-12-30,20,1,PCs,0.0,0.0,0,0,825.0,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4122,8994075760056,0.0,0.0,MIGI CHEESE 24GX20S,BUMBU,0.0,SERAYA MAKMUR P,1899-12-30,4,1,PCs,0.0,0.0,0,0,16500.0,17000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4689,8994075750064,0.0,0.0,MIGI MIGI 60G CKLT,BUMBU,0.0,SERAYA MAKMUR P,1899-12-30,48,1,PCs,0.0,0.0,0,0,1650.0,2500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4691,8994075750071,0.0,0.0,MIGI MIGI 60G STRW,BUMBU,0.0,SERAYA MAKMUR P,1899-12-30,24,1,PCs,0.0,0.0,0,0,1650.0,2500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4690,8994075750057,0.0,0.0,MIGI MIGI 60G VNL,BUMBU,0.0,SERAYA MAKMUR P,1899-12-30,24,1,PCs,0.0,0.0,0,0,1650.0,2500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4155,8994075760063,0.0,0.0,MIGI WAFER 1 BOX,BUMBU,0.0,SERAYA MAKMUR P,1899-12-30,4,1,PACKs,0.0,0.0,0,0,16500.0,17000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4156,8994075740058,0.0,0.0,MIGI WAFER 1 PCS,BUMBU,0.0,SERAYA MAKMUR P,1899-12-30,20,1,PACKs,0.0,0.0,0,0,825.0,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4288,8994075730189,0.0,0.0,MIGI-MIGI WFER CRISPY CKLT 20S,SABUN & SAMPHOO,0.0,SERAYA MAKMUR P,1899-12-30,20,1,PACKs,0.0,0.0,0,0,400.0,500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4287,8994075760094,0.0,0.0,MIGI-MIGI WFER CRISPY CKLT 20SX13.,SABUN & SAMPHOO,0.0,SERAYA MAKMUR P,1899-12-30,8,1,PACKs,0.0,0.0,0,0,8000.0,8500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4290,8994075730158,0.0,0.0,MIGI-MIGI WFER CRISPY VANILA 20S,SABUN & SAMPHOO,0.0,SERAYA MAKMUR P,1899-12-30,20,1,PACKs,0.0,0.0,0,0,400.0,500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4289,8994075760087,0.0,0.0,MIGI-MIGI WFER CRISPY VANILA 20SX1,SABUN & SAMPHOO,0.0,SERAYA MAKMUR P,1899-12-30,8,1,PACKs,0.0,0.0,0,0,8000.0,8500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4005,12,0.0,0.0,MIHUN CAP IKAN,MIE,0.0,ERA,1899-12-30,25,1,PCs,0.0,0.0,0,0,2120.0,2400,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4378,8850305340057,0.0,0.0,MIKROPON,SNACK,0.0,"INDOSINMA JAYA,",1899-12-30,12,1,PACKs,0.0,0.0,0,0,2250.0,3000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1007,8993091198508,0.0,0.0,MILANO ASS 750G BAG,PERMEN,0.0,Unknown,1899-12-30,13,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2920,8992696414372,0.0,0.0,MILD MAID 12S SKM CHOCO SHACET,SUSU,0.0,Unknown,1899-12-30,12,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1034,8888140202131,0.0,0.0,MILI ABALONE MUSHROM 425G,MAKANAN KALENG,0.0,SKS,1899-12-30,24,1,KALENG,0.0,0.0,0,0,1.04,8000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4119,8888140031052,0.0,0.0,MILI ASPARAGUS 425G,MAKANAN KALENG,0.0,SRIJAYA RAYA PE,1899-12-30,24,1,KALENG,0.0,0.0,0,0,1.29,11600,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1012,8888140030420,0.0,0.0,MILI ASPARAGUS 430G,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0
M1014,8888140050701,0.0,0.0,MILI BAKED BEANS 425GR,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1016,8888140030352,0.0,0.0,MILI BRAISED PEANUT 170G,MAKANAN KALENG,0.0,SRIJAYA RAYA PE,1899-12-30,48,1,KALENG,0.0,0.0,0,0,0.5,4500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,96,0
M1011,8888140132803,0.0,0.0,MILI CHOICE PINEAPLE SLICES 567G,MAKANAN KALENG,0.0,Unknown,1899-12-30,12,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0
M1018,8888140030178,0.0,0.0,MILI CORNEED BEEF 340GR,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,96,0
M4004,8888140022340,0.0,0.0,MILI CORNET BEEF 340G,MAKANAN KALENG,0.0,PT PRIMA NIAGA,1899-12-30,24,1,KALENG,0.0,0.0,0,0,2.5,21000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4244,8888140200526,0.0,0.0,MILI CREAM CORN 425G,SUSU,0.0,AKP[ANUGRAH KAR,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.77,5900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3756,8888140031045,0.0,0.0,MILI FRIED DACE 184GR,MAKANAN KALENG,0.0,Unknown,1899-12-30,1,1,KARTON,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2040,8888140201400,0.0,0.0,MILI FRUIT COOKTAIL 825G,MAKANAN KALENG,0.0,SKS,1899-12-30,12,1,KALENG,0.0,0.0,0,0,1.58,11200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1023,8888140031250,0.0,0.0,MILI GREEN PEAS 397GR,MAKANAN KALENG,0.0,"MAKP, PT",1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.47,4000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1024,8888140202094,0.0,0.0,MILI JAGUNG POTONG 425G,MAKANAN KALENG,0.0,PT PRIMA NIAGA,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.7,5400,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0
M4399,6934209100039,0.0,0.0,MILI KEMBANG TAHU 150G,ROKOK,0.0,a,1899-12-30,6,1,BUNGKUS,0.0,0.0,0,0,9750.0,10300,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4594,6934497700287,0.0,0.0,MILI KWETIAW 220G,MINUMAN,0.0,CV.WAHANA TIRTA,1899-12-30,12,1,PCs,0.0,0.0,0,0,6250.0,6900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1026,8888140202056,0.0,0.0,MILI LONGAN IN SYRUP 565G,MAKANAN KALENG,0.0,PT PRIMA NIAGA,1899-12-30,12,1,KALENG,0.0,0.0,0,0,1.66,12500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4400,6934497700294,0.0,0.0,MILI LUMP SUGAR/GULA BATU 400G,ROKOK,0.0,a,1899-12-30,12,1,BUNGKUS,0.0,0.0,0,0,8000.0,8800,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1028,8888140202124,0.0,0.0,MILI LYCHEE 565G,MAKANAN KALENG,0.0,SKS,1899-12-30,12,1,KALENG,0.0,0.0,0,0,1.5,11200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,0
M1030,8888140030093,0.0,0.0,MILI MACKEREL 425G,MAKANAN KALENG,0.0,SKS,1899-12-30,24,1,KALENG,0.0,0.0,0,0,2.22,22000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,0
M3507,8888140192098,0.0,0.0,MILI OYSTER SAUCE 510ML,MAKANAN KALENG,0.0,Unknown,1899-12-30,12,1,BOTOL,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3723,8888140191893,0.0,0.0,MILI OYSTER SAUCE 650ML,MAKANAN KALENG,0.0,Unknown,1899-12-30,1,1,KARTON,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1037,8888140030369,0.0,0.0,MILI PICKLED 198 CAISIN LETTUC,MAKANAN KALENG,0.0,SKS,1899-12-30,48,1,KALENG,0.0,0.0,0,0,0.45,3800,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,96,0
M1039,8888140030864,0.0,0.0,MILI PORK LUNCHEON MEAT 397G,MAKANAN KALENG,0.0,JAYA PUTRA SAWA,1899-12-30,24,1,KALENG,0.0,0.0,0,0,12522.08,13200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1040,8888140200106,0.0,0.0,MILI RAMBUTAN 565G,MAKANAN KALENG,0.0,PT PRIMA NIAGA,1899-12-30,12,1,KALENG,0.0,0.0,0,0,2.0,14900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1041,8888140202421,0.0,0.0,MILI RAMBUTAN W NENAS 565G,MAKANAN KALENG,0.0,PT PRIMA NIAGA,1899-12-30,12,1,KALENG,0.0,0.0,0,0,2.0,14900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1029,8888140200557,0.0,0.0,MILI SARDINES 155G,MAKANAN KALENG,0.0,PT PRIMA NIAGA,1899-12-30,50,1,KALENG,0.0,0.0,0,0,0.53,5400,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1043,8888140032318,0.0,0.0,MILI SICHUAN 340G PRESEV VGTB,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,6500,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2884,8888140031687,0.0,0.0,MILI STEWED PORK SLICED 397G,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3073,8888140222467,0.0,0.0,MILI STRAW MUSHROOM 425G,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1044,8888140202803,0.0,0.0,MILI STRAW MUSHROOMS 425G,MAKANAN KALENG,0.0,SKS,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.97,7400,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0
M1031,8888140202841,0.0,0.0,MILI VEG 280G MOCK ABALONE,MAKANAN KALENG,0.0,JAYA PUTRA SAWA,1899-12-30,6,1,KALENG,0.0,0.0,0,0,1.41,11200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1032,8888140200830,0.0,0.0,MILI VEG 280G MOCK CHICKEN,MAKANAN KALENG,0.0,JAYA PUTRA SAWA,1899-12-30,6,1,KALENG,0.0,0.0,0,0,1.41,12700,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1045,8888140202834,0.0,0.0,MILI VEG 280G MOCK DUCK,MAKANAN KALENG,0.0,Unknown,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0
M1046,8888140202858,0.0,0.0,MILI VEGETARIAN 280G CHOP SUEY,MAKANAN KALENG,0.0,Unknown,1899-12-30,12,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,0
M1047,8888140200519,0.0,0.0,MILI WHOLE KERNEL CORN 425GR,MAKANAN KALENG,0.0,SKS,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.7,5900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1035,8888140132551,0.0,0.0,MILI WHOLE MUSHROM 425G,MAKANAN KALENG,0.0,SKS,1899-12-30,24,1,KALENG,0.0,0.0,0,0,1.04,8900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1048,8888140202087,0.0,0.0,MILI WHOLE YOUNG CORN 425G,MAKANAN KALENG,0.0,SKS,1899-12-30,24,1,KALENG,0.0,0.0,0,0,0.83,7200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,48,0
M4205,8999918585193,0.0,0.0,MILK COOKIES 250GR,BISKUIT,0.0,CV. KIAT SEJAHT,1899-12-30,20,1,PACKs,0.0,0.0,0,0,5450.0,5900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2958,8992696412668,0.0,0.0,MILK MAID SCM 1245G F.CREAM,SUSU,0.0,Unknown,1899-12-30,12,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1049,9556001004505,0.0,0.0,MILK MAID SKM (SING) 388G,TEH & KOPI,0.0,Unknown,1899-12-30,48,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2658,8993500029980,0.0,0.0,MILKIMAS SHAKE 4S@25G B.GUM,MINUMAN,0.0,Unknown,1899-12-30,10,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2659,8993500029973,0.0,0.0,MILKIMAS SHAKE 4SX25G V.BLUE,MINUMAN,0.0,Unknown,1899-12-30,10,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2494,8997878333113,0.0,0.0,MILKITA 5S MILK CANDY COFFEE,PERMEN,0.0,Unknown,1899-12-30,30,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1058,8997878332994,0.0,0.0,MILKITA 5S MILK CANDY COKLAT,PERMEN,0.0,Unknown,1899-12-30,30,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,60,0
M2495,8997878332987,0.0,0.0,MILKITA 5S MILK CANDY STRAW,PERMEN,0.0,Unknown,1899-12-30,30,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2493,8997878332369,0.0,0.0,MILKITA 5S MILK CANDY SUSU,PERMEN,0.0,Unknown,1899-12-30,30,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1054,8997878332819,0.0,0.0,MILKITA 84G BAG KOPI SUSU,PERMEN,0.0,Unknown,1899-12-30,20,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1056,8997878332826,0.0,0.0,MILKITA 84G BAG STRAW,PERMEN,0.0,"SUMBER SARI,CV",1899-12-30,20,1,BUNGKUS,0.0,0.0,0,0,2400.0,2700,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1055,8997878332833,0.0,0.0,MILKITA 84G BAG SUSU COKLAT,PERMEN,0.0,Unknown,1899-12-30,20,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2571,8997878001630,0.0,0.0,MILKITA HANGER 30S MELON,PERMEN,0.0,Unknown,1899-12-30,20,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2350,8997878001777,0.0,0.0,MILKITA ICE 5S CHOCOLATE,MINUMAN,0.0,Unknown,1899-12-30,6,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2498,8997878001180,0.0,0.0,MILKITA ICE 5S COKLAT,MINUMAN,0.0,Unknown,1899-12-30,6,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2349,8997878001760,0.0,0.0,MILKITA ICE 5S ORANGE,MINUMAN,0.0,Unknown,1899-12-30,6,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2351,8997878001753,0.0,0.0,MILKITA ICE 5S STRAW BOX,ALAT RUMAH TANGGA,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2883,8997878001067,0.0,0.0,MILKITA LOLLY POP 1S,PERMEN,0.0,Unknown,1899-12-30,30,1,BUNGKUS,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3703,8997878001876,0.0,0.0,MILKITA LOLLYPOP TOPLES 50,PERMEN,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2630,8997878001548,0.0,0.0,MILKITA LOLLYPOP TOPLES 80S,PERMEN,0.0,Unknown,1899-12-30,80,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4157,8997878332321,0.0,0.0,MILKITA SUSU 30SX20BKS,PRODUCT BAYI,0.0,"SUMBER SARI,CV",1899-12-30,1,1,LUSIN,0.0,0.0,0,0,2400.0,2700,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2763,8997878001715,0.0,0.0,MILKITA TOPLES 6X200PCS,PERMEN,0.0,Unknown,1899-12-30,1,1,BOX,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3440,8998866500296,0.0,0.0,MILKJUS 25GX10S ANGGUR,MINUMAN,0.0,PT CITRA UTAMA,1899-12-30,12,1,PACKs,0.0,0.0,0,0,5750.0,6900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3292,8998866500234,0.0,0.0,MILKJUS 25GX10S CAPPUCINO,MINUMAN,0.0,Unknown,1899-12-30,12,1,PACKs,0.0,0.0,0,0,0.0,6200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2950,8998866605984,0.0,0.0,MILKJUS 25GX10S COKLAT,MINUMAN,0.0,"BINTANG BARU, P",1899-12-30,12,1,PACKs,0.0,0.0,0,0,5750.0,6900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3294,8998866500258,0.0,0.0,MILKJUS 25GX10S MANGGA,MINUMAN,0.0,"BINTANG BARU, P",1899-12-30,12,1,PACKs,0.0,0.0,0,0,5750.0,6900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2949,8998866606004,0.0,0.0,MILKJUS 25GX10S MELON,MINUMAN,0.0,"BINTANG BARU, P",1899-12-30,12,1,PACKs,0.0,0.0,0,0,5750.0,6900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3293,8998866500210,0.0,0.0,MILKJUS 25GX10S MOCCACINO,MINUMAN,0.0,PT CITRA UTAMA,1899-12-30,10,1,PACKs,0.0,0.0,0,0,5750.0,6900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M2948,8998866605991,0.0,0.0,MILKJUS 25GX10S STRAWBERRY,MINUMAN,0.0,PT CITRA UTAMA,1899-12-30,12,1,PACKs,0.0,0.0,0,0,5750.0,6900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3251,8998866500272,0.0,0.0,MILKJUS 25GX10S TEH HIJAU,MINUMAN,0.0,PT CITRA UTAMA,1899-12-30,12,1,PACKs,0.0,0.0,0,0,5750.0,6200,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3482,8998866500241,0.0,0.0,MILKJUS BOX 5S CAPPUCCINO,MINUMAN,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3075,8998866606011,0.0,0.0,MILKJUS BOX 5S COKLAT,MINUMAN,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3483,8998866500265,0.0,0.0,MILKJUS BOX 5S MANGO,MINUMAN,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3076,8998866606035,0.0,0.0,MILKJUS BOX 5S MELON,MINUMAN,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3252,8998866500227,0.0,0.0,MILKJUS BOX 5S MOCCACINO,MINUMAN,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3074,8998866606028,0.0,0.0,MILKJUS BOX 5S STRAWBERRY,MINUMAN,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3559,8998866500289,0.0,0.0,MILKJUS BOX 5S TEH HIJAU,MINUMAN,0.0,Unknown,1899-12-30,24,1,PCs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4273,8997011062702,0.0,0.0,MILKKUAT ANGGUR 90ML,MINUMAN,0.0,SRIJAYA RAYA PE,1899-12-30,60,1,BOTOL,0.0,0.0,0,0,858.33,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4114,8997011061309,0.0,0.0,MILKKUAT RP 1000,BEER,0.0,JAYA PUTRA SAWA,1899-12-30,54,1,KALENG,0.0,0.0,0,0,864.81,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1065,8992696407732,0.0,0.0,MILKMAID PLAIN 45GX12 SACHET,SUSU,0.0,Unknown,1899-12-30,12,1,PACKs,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M1066,8992696403567,0.0,0.0,MILKMAID SKM 388G PUTIH,SUSU,0.0,Unknown,1899-12-30,48,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,96,0
M1068,8992696403581,0.0,0.0,MILKMAID SKMC 388G CKL,SYRUP,0.0,Unknown,1899-12-30,48,1,KALENG,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,96,0
M4405,774405,0.0,0.0,MILKUAT,SUSU,0.0,Unknown,1899-12-30,1,1,KARTON,0.0,0.0,0,0,0.0,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4247,8997011061804,0.0,0.0,MILKUAT BEKU RASA COKLAT,ROKOK,0.0,a,1899-12-30,1,1,KARTON,0.0,0.0,0,0,0.0,1800,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4435,8997011060906,0.0,0.0,MILKUAT CKLT 70ML,OBATAN,0.0,SRIJAYA RAYA PE,1899-12-30,54,1,PCs,0.0,0.0,0,0,837.03,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4521,8997011064706,0.0,0.0,MILKUAT CKLT 95ML,OBATAN,0.0,SRIJAYA RAYA PE,1899-12-30,40,1,PCs,0.0,0.0,0,0,1675.0,1900,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M4535,8997011063600,0.0,0.0,MILKUAT KARAMEL 70ML,OBATAN,0.0,SRIJAYA RAYA PE,1899-12-30,54,1,PCs,0.0,0.0,0,0,837.03,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
M3812,8997011060807,0.0,0.0,MILKUAT MANGGA 90ML,MINUMAN,0.0,SRIJAYA RAYA PE,1899-12-30,60,1,PACKs,0.0,0.0,0,0,850.0,1000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0
