transaction_id,tanggal,kode_barang,nama_produk,kategori,supplier,qty,harga_jual,hpp,total,profit,tahun,bulan,hari
36521,2025-09-03 21:19:48.585687,C2979,CASANDRA HAIR DYE 36ML C-11,KOSMETIK,0,1,0,0.0,0,0.0,2025,9,3
36522,2025-10-14 21:19:48.587101,E1029,EX.GOAL 325ML ORANGE,MINUMAN,0,7,0,0.0,0,0.0,2025,10,14
36523,2025-12-02 21:19:48.588480,K1991,KAYAKING 80G GARLIC PEANUT,SNACK,PT ANUGRAH PERK,5,5900,5600.0,29500,1500.0,2025,12,2
36524,2026-01-02 21:19:48.589940,C3689,C.B TOOT PASTE 45G BANANA .,BISKUIT,MITRA MANDIRI T,10,3700,3300.0,37000,4000.0,2026,1,2
36525,2026-01-28 21:19:48.591405,R0509,ROYCO 100G RASA AYAM,BUMBU,PRINTIS PRIBADI,9,3500,3175.0,31500,2925.0,2026,1,28
36526,2025-07-14 21:19:48.592785,B4318,BABYSOFT EKONOMI XL18,MINUMAN,PT.YAFINDO  MIT,5,25400,24180.0,127000,6100.0,2025,7,14
36527,2025-10-17 21:19:48.594161,A2773,ABC SAMBAL EXTRA PEDAS 380G,TEH & KOPI,"BINTANG LIMA, P",10,8600,8106.0,86000,4940.0,2025,10,17
36528,2026-01-12 21:19:48.595563,B3369,BAMBI DIAPERS L-4,PAMPERS,0,1,0,0.0,0,0.0,2026,1,12
36529,2025-05-18 21:19:48.597320,B1301,BRYLC HAIR CR 125ML PROTEIN PLUS,MINYAK RAMBUT,"SUMBER SARI,CV",5,7700,7065.0,38500,3175.0,2025,5,18
36530,2026-04-22 21:19:48.598718,R0275,RHC SHP 100ML GINSENG,SABUN & SAMPHOO,"SUMBER SARI,CV",2,10200,9700.0,20400,1000.0,2026,4,22
36531,2025-10-31 21:19:48.600254,S5948,SNEKKU POT STICK 60G TOMATO,SNACK,"INDOSINMA JAYA,",5,3500,0.4,17500,17498.0,2025,10,31
36532,2025-07-04 21:19:48.601656,D2512,DOVE SHAMPOO NOURISHING 90ML,SABUN & SAMPHOO,COLAMAS INDAH S,3,8600,8150.0,25800,1350.0,2025,7,4
36533,2026-03-17 21:19:48.603029,P1887,M.P B.SPLASH 135ML ORCHID,PARFUM,"BINTANG LIMA, P",2,12900,11900.0,25800,2000.0,2026,3,17
36534,2026-02-14 21:19:48.604498,T2587,TAKE IT 2 FINGERS,MAKANAN PAGI,"SUMBER SARI,CV",9,8200,7800.0,73800,3600.0,2026,2,14
36535,2025-06-06 21:19:48.605910,O0289,ORTIS RASA BUAH ( ASSORT)  500G,PERMEN,0,1,0,0.0,0,0.0,2025,6,6
36536,2025-07-27 21:19:48.607287,S7468,SGM EKSPLOR 3 VNL 150G,SUSU,PT.TIGARAKSA SA,1,9900,9757.0,9900,143.0,2025,7,27
36537,2025-08-28 21:19:48.608656,W0652,WELLA DECORE HAZELNUT,KOSMETIK,0,1,0,0.0,0,0.0,2025,8,28
36538,2025-12-18 21:19:48.610152,S5005,SUNSILK SHP 200ML SILKY&STRAIG,SABUN & SAMPHOO,0,3,0,0.0,0,0.0,2025,12,18
36539,2025-10-31 21:19:48.611544,A0915,ATTACK 6X40G=240G/37G6 POLIBA,DETERGEN,0,2,0,0.0,0,0.0,2025,10,31
36540,2026-05-04 21:19:48.612920,M1674,MR BEST KACANG CAMPUR 500G,SNACK,0,5,0,0.0,0,0.0,2026,5,4
36541,2025-10-09 21:19:48.614303,C3262,CELENGAN TRAIN SV-11 L/S,ALAT RUMAH TANGGA,0,9,0,0.0,0,0.0,2025,10,9
36542,2025-11-09 21:19:48.615669,R0275,RHC SHP 100ML GINSENG,SABUN & SAMPHOO,"SUMBER SARI,CV",2,10200,9700.0,20400,1000.0,2025,11,9
36543,2025-09-23 21:19:48.617036,M2314,M.RATU PELEMBAB 35ML KB,KOSMETIK,0,2,0,0.0,0,0.0,2025,9,23
36544,2025-08-22 21:19:48.618408,M3271,MENTOS ICE GUM 10G MINT,PERMEN,0,4,0,0.0,0,0.0,2025,8,22
36545,2026-04-19 21:19:48.619782,A2336,ANLENE ACTIFIT VANILA 600GR,SUSU,STAR MARA,9,62500,61800.0,562500,6300.0,2026,4,19
36546,2025-07-22 21:19:48.621320,S3049,LONDON SWISS ROLL 24S CC.PANDAN,BISKUIT,"INDOSINMA JAYA,",4,16600,15750.0,66400,3400.0,2025,7,22
36547,2025-10-25 21:19:48.622713,P0888,PIXY SQUEEZ 50ML BOQUET,PARFUM,0,6,0,0.0,0,0.0,2025,10,25
36548,2025-07-27 21:19:48.624081,M1640,M.P SHAKE COL 100ML REFRESING,KOSMETIK,"BINTANG LIMA, P",10,17200,16300.0,172000,9000.0,2025,7,27
36549,2025-10-27 21:19:48.625454,S5447,STUDY SET 0120,STATIONERY,0,6,0,0.0,0,0.0,2025,10,27
36550,2025-12-13 21:19:48.626831,V1041,VITAMIN WATER 500ML STRAWBERRY,BISKUIT,ARTA BOGA CEMER,9,6000,5650.0,54000,3150.0,2025,12,13
36551,2025-09-04 21:19:48.628774,C1995,CASABLANCA POMADE 100G MERAH,MINYAK RAMBUT,0,5,6500,0.0,32500,32500.0,2025,9,4
36552,2026-03-24 21:19:48.630220,M0459,MANJAKANI SERBUK 7.8GR,OBATAN,0,9,0,0.0,0,0.0,2026,3,24
36553,2026-04-22 21:19:48.631617,M4399,MILI KEMBANG TAHU 150G,ROKOK,a,3,10300,9750.0,30900,1650.0,2026,4,22
36554,2025-06-16 21:19:48.632991,C0315,CAMERA (11865) BTL SUSU,PRODUCT BAYI,"INDOSINMA JAYA,",4,14700,14000.0,58800,2800.0,2025,6,16
36555,2025-06-15 21:19:48.634362,C3011,CELENGAN SMTC-103 TECHNO,ALAT RUMAH TANGGA,0,3,0,0.0,0,0.0,2025,6,15
36556,2025-05-08 21:19:48.635738,R1709,REXONA MEN V8,SABUN & SAMPHOO,PRINTIS PRIBADI,4,11000,10450.0,44000,2200.0,2025,5,8
36557,2026-05-07 21:19:48.637104,B3236,BOX HW 5665 CLEO S (AC),ALAT RUMAH TANGGA,0,9,0,0.0,0,0.0,2026,5,7
36558,2025-06-16 21:19:48.638482,K1417,KRJ PAKAIAN L/S LB-6 (A.C),ALAT RUMAH TANGGA,0,10,0,0.0,0,0.0,2025,6,16
36559,2025-05-21 21:19:48.639891,G1928,GOLD KILI KOPI-O 17GX30S,TEH & KOPI,0,10,0,0.0,0,0.0,2025,5,21
36560,2025-10-18 21:19:48.641326,S2384,STELLA LIQ 70ML LEMON,PARFUM,0,3,0,0.0,0,0.0,2025,10,18
36561,2025-09-02 21:19:48.642713,B3862,BEDAK BB HARUM SARI 10S,PARFUM,"INDOSINMA JAYA,",8,9500,8500.0,76000,8000.0,2025,9,2
36562,2025-09-21 21:19:48.644273,G2603,GATSBY R.FLORAL &GB REFRESHING 80G,SABUN & SAMPHOO,"TANESIA, PT",10,15000,12500.0,150000,25000.0,2025,9,21
36563,2025-10-16 21:19:48.645746,P4481,PRINGLES CHEESY CHEESE 120G,COKELAT,NAGOYA HILL,3,12900,9375.0,38700,10575.0,2025,10,16
36564,2025-11-15 21:19:48.647125,P2079,PALMOLIVE SHOWER 750ML A.STRES,SABUN & SAMPHOO,0,8,0,0.0,0,0.0,2025,11,15
36565,2025-06-26 21:19:48.648536,H0467,H/T CHOICE ASS BISCUIT 500GR,BISKUIT,0,2,0,0.0,0,0.0,2025,6,26
36566,2025-12-13 21:19:48.649921,S2686,SUNSILK SHP 200ML PERFECT BALANCE,SABUN & SAMPHOO,0,1,0,0.0,0,0.0,2025,12,13
36567,2026-01-08 21:19:48.651301,M2157,"MORISCA L.LEGIT 1,1KG MIX FRUIT",MAKANAN,"BINTANG BARU, P",9,41200,40000.0,370800,10800.0,2026,1,8
36568,2026-02-10 21:19:48.652854,M2627,MEMO BOOK T.274 (G.M),STATIONERY,0,5,0,0.0,0,0.0,2026,2,10
36569,2025-08-02 21:19:48.654239,L2235,LANG-LANG SARI 1 BOX STRAW,MINUMAN,GOLDEN STAR,9,4500,4250.0,40500,2250.0,2025,8,2
36570,2025-11-24 21:19:48.655615,S7233,SAMBAL JEMPOL 320ML HOT&SWEET,KECAP & SAUCE,"BINTANG LIMA, P",2,7400,7000.0,14800,800.0,2025,11,24
36571,2026-04-07 21:19:48.656992,M1404,MOLTO PEWANGI 900ML BLUE,DETERGEN,PRIMA RINTIS SE,6,8600,7800.0,51600,4800.0,2026,4,7
36572,2025-07-31 21:19:48.658361,J1094,JAHE WANGI 5SX25G,SUSU,"MAKP, PT",4,4500,3000.0,18000,6000.0,2025,7,31
36573,2026-05-07 21:19:48.659879,S6132,SHINYOKU  ECOLAMP5W,ALAT LISTRIK,NKC RUPAT KARYA,9,19000,17500.0,171000,13500.0,2026,5,7
36574,2025-05-24 21:19:48.661350,I0846,ICHIBAN CHOCO 60S CRISPY,COKELAT,0,7,0,0.0,0,0.0,2025,5,24
36575,2026-04-24 21:19:48.662729,E0874,EAGLE KAMPER TLT BALL N-TNB5,TANDAS,0,7,0,0.0,0,0.0,2026,4,24
36576,2025-12-24 21:19:48.664108,N0046,NAGO MARG CAKE 900G CHOC,BUMBU,0,1,0,0.0,0,0.0,2025,12,24
36577,2025-11-12 21:19:48.665473,Y0046,YEKO JELY RAINBOW 90G GRAPE,MANISAN,0,9,0,0.0,0,0.0,2025,11,12
36578,2025-12-09 21:19:48.666846,M4255,MIE KARI SPESIAL 5S,SUSU,PT CITRA UTAMA,6,7900,7500.62,47400,2396.2800000000007,2025,12,9
36579,2025-06-27 21:19:48.668219,T2563,TEEN GIRLS PLAT CHOC 200G,TEH & KOPI,"BINTANG LIMA, P",5,18900,18500.0,94500,2000.0,2025,6,27
36580,2025-05-17 21:19:48.669575,D0173,DARLIE 200G D-ACT EX2200THAI,PASTA & S-GIGI,0,1,0,0.0,0,0.0,2025,5,17
36581,2025-06-16 21:19:48.670985,M1012,MILI ASPARAGUS 430G,MAKANAN KALENG,0,2,0,0.0,0,0.0,2025,6,16
36582,2025-05-27 21:19:48.672352,M0407,MAMIL GOLD 900G STEP 4 HONEY,SUSU,0,2,0,0.0,0,0.0,2025,5,27
36583,2025-09-09 21:19:48.673727,B1767,BUSA GOSOK BADAN 1000 JHEDY,ALAT RUMAH TANGGA,0,9,0,0.0,0,0.0,2025,9,9
36584,2025-06-05 21:19:48.675118,K1443,KISPRAY 3IN1 4SX24ML VIOLET,DETERGEN,"SUMBER SARI,CV",3,5200,4884.0,15600,948.0,2025,6,5
36585,2025-06-02 21:19:48.676499,B2587,BUAVITA 250ML HI-CALC ORANGE,MINUMAN,PRINTIS PRIBADI,2,5000,4775.0,10000,450.0,2025,6,2
36586,2025-11-29 21:19:48.677872,S7288,SUPER BUBUR SOTO AYAM 53G,PRODUCT BAYI,COLAMAS INDAH S,1,2300,2100.0,2300,200.0,2025,11,29
36587,2025-12-07 21:19:48.679252,K2204,K/K ZAHARA ZN3-L003,STATIONERY,0,8,0,0.0,0,0.0,2025,12,7
36588,2026-04-09 21:19:48.680722,G0400,GATSBY WG 100G SUPER HARD TUBE,KOSMETIK,SANDI JAYA,7,7000,6166.0,49000,5838.0,2026,4,9
36589,2026-03-12 21:19:48.682103,K3478,KELLOGGS COCO BALL 170G,SNACK,PT.YAFINDO  MIT,5,15900,15096.0,79500,4020.0,2026,3,12
36590,2025-10-19 21:19:48.683478,G2498,GSN PURE SCRUP WASH 50ML,KOSMETIK,"BINTANG LIMA, P",9,12500,11440.0,112500,9540.0,2025,10,19
36591,2026-02-05 21:19:48.684854,O0654,OT TEH GELAS,PASTA & S-GIGI,PT ANUGRAH PERK,1,1000,875.0,1000,125.0,2026,2,5
36592,2025-06-29 21:19:48.686230,P2376,PLAYBOY EDT 150ML MERAH,PARFUM,0,3,0,0.0,0,0.0,2025,6,29
36593,2025-09-04 21:19:48.687602,D0349,DELMONTE 340ML CHILI SAUCE,KECAP & SAUCE,"BINTANG LIMA, P",4,7500,7150.0,30000,1400.0,2025,9,4
36594,2025-12-06 21:19:48.688990,K3431,KIWI LSP NEUTRAL 30ML,SEMIR SEPATU,"SUMBER SARI,CV",1,7900,7118.0,7900,782.0,2025,12,6
36595,2025-10-05 21:19:48.690463,J0432,JOYKO STAPLER HD-30,STATIONERY,0,10,0,0.0,0,0.0,2025,10,5
36596,2025-05-12 21:19:48.691865,D1170,DARLIE D/A TWINS 250GRX2+DARLIE 50G,PASTA & S-GIGI,0,7,0,0.0,0,0.0,2025,5,12
36597,2025-06-06 21:19:48.693239,L1444,LOYANG ALM BULAT 22JS-240,PECAH BELAH,0,8,0,0.0,0,0.0,2025,6,6
36598,2025-10-05 21:19:48.694613,M0692,MAXAM 145G WINTER GREEN,PASTA & S-GIGI,0,8,0,0.0,0,0.0,2025,10,5
36599,2026-03-12 21:19:48.695987,D1006,DOREMI KIDS CLG 60ML BOBBY,PARFUM,0,2,0,0.0,0,0.0,2026,3,12
36600,2026-02-04 21:19:48.697358,D1265,DEE-DEE F.WASH 50G GRAPE,SABUN & SAMPHOO,0,6,0,0.0,0,0.0,2026,2,4
36601,2025-05-22 21:19:48.698723,N1397,NUTRIJELL 20G COKLAT,MANISAN,a,9,1400,1125.0,12600,2475.0,2025,5,22
36602,2026-04-10 21:19:48.700132,F0196,FANBO GLORIA 5 NO:4,KOSMETIK,0,3,0,0.0,0,0.0,2026,4,10
36603,2025-09-06 21:19:48.701563,M3518,MARLBORO DEO 200ML HITAM SPEC,PARFUM,0,10,0,0.0,0,0.0,2025,9,6
36604,2025-06-11 21:19:48.702938,M4140,MAMY POKO PANTS XXL10B,PAMPERS,PRIMA RINTIS SE,4,43300,41326.88,173200,7892.4800000000105,2025,6,11
36605,2025-11-21 21:19:48.704340,B2135,BOX SW NGT 08-1 SEGI (A.C),ALAT RUMAH TANGGA,0,4,0,0.0,0,0.0,2025,11,21
36606,2026-02-02 21:19:48.705706,T0174,TASKS MOUTHWASH 20ML,OBATAN,0,8,0,0.0,0,0.0,2026,2,2
36607,2026-04-19 21:19:48.707258,L0548,LOVILLEA G.COL 100ML WHITE.FLR,PARFUM,0,8,0,0.0,0,0.0,2026,4,19
36608,2025-07-02 21:19:48.708655,P3735,POMPA WC 8B521,ALAT RUMAH TANGGA,0,2,0,0.0,0,0.0,2025,7,2
36609,2026-03-02 21:19:48.710038,M4418,MILNA 9BLN SMUR DGING KCG PLNG 120G,ALAT RUMAH TANGGA,"BINTANG LIMA, P",3,12000,11497.0,36000,1509.0,2026,3,2
36610,2025-06-30 21:19:48.711435,D2324,DANCOW CALCIUM PLUS 250G,SNACK,"BINTANG BARU, P",9,23200,21441.0,208800,15831.0,2025,6,30
36611,2026-04-02 21:19:48.712816,N0359,NESTLE COFFE MATE 50X5G,TEH & KOPI,0,4,0,0.0,0,0.0,2026,4,2
36612,2025-10-05 21:19:48.714197,D1049,SEA GULL SG-524 SEA GULL REF,PARFUM,"BINTANG LIMA, P",4,4900,4620.0,19600,1120.0,2025,10,5
36613,2025-05-20 21:19:48.715579,L2102,LSC JUICE LYCHEE 6BTL@180ML,MINUMAN,0,9,0,0.0,0,0.0,2025,5,20
36614,2025-09-10 21:19:48.716962,O0392,OVALE FL 100ML WHITE PAPAYA,KOSMETIK,PT ANUGRAH PERK,8,8800,8350.0,70400,3600.0,2025,9,10
36615,2026-02-27 21:19:48.718335,D1192,DIRECT B.WASH 250ML ICE,KOSMETIK,0,6,0,0.0,0,0.0,2026,2,27
36616,2025-09-24 21:19:48.719732,P4920,PUDDING JERAMS LAICI 120GX6S,BERAS,MMP,6,14900,14128.0,89400,4632.0,2025,9,24
36617,2026-01-08 21:19:48.721184,D1042,DAHLIA K-23 WITH CASE,PARFUM,"BINTANG LIMA, P",2,7700,7260.0,15400,880.0,2026,1,8
36618,2025-06-16 21:19:48.722718,S6857,SOFTENER SOKLIN 90ML BLUE,DETERGEN,CITRA UTAMA DIS,3,1000,824.0,3000,528.0,2025,6,16
36619,2025-12-21 21:19:48.724310,E1643,ES KIKO 10SX50ML,COKELAT,"SUMBER SARI,CV",1,3600,3200.0,3600,400.0,2025,12,21
36620,2025-12-17 21:19:48.725661,P0256,PAPERLINE BOOK 50 SHEETS,STATIONERY,0,6,0,0.0,0,0.0,2025,12,17
36621,2026-03-13 21:19:48.726971,S3939,SEL.TWISTER 140G CAPUCINO,BISKUIT,"SUMBER SARI,CV",4,10500,9911.0,42000,2356.0,2026,3,13
36622,2025-09-07 21:19:48.728278,G1363,GABICCI POMADE 70G CEDAR,KOSMETIK,0,6,0,0.0,0,0.0,2025,9,7
36623,2025-09-07 21:19:48.729600,J1153,JETZ STICK 40G CAPPUCCINO,SNACK,ALAM JAYA WIRAS,5,3000,2417.0,15000,2915.0,2025,9,7
36624,2025-08-19 21:19:48.730917,P4627,PAMPERS ACTIVE BABY L10,KOSMETIK,"SUMBER SARI,CV",1,25800,24500.0,25800,1300.0,2025,8,19
36625,2025-08-08 21:19:48.732239,H0247,HEMAVITON 30 KAPSUL,OBATAN,0,3,0,0.0,0,0.0,2025,8,8
36626,2026-01-14 21:19:48.733539,N0890,NUTRI SARI 750GR BTL J.MANIS,MINUMAN,NATURAL ALTOVIR,3,32400,31427.0,97200,2919.0,2026,1,14
36627,2026-02-15 21:19:48.734830,G0376,GATSBY SG 125ML COOL REFRESH,SABUN & SAMPHOO,"TANESIA, PT",3,5700,5416.66,17100,850.0200000000004,2026,2,15
36628,2025-08-17 21:19:48.736145,C1008,CHIUMEN CR ANTI KERIPUT,KOSMETIK,PT KARYA CITRA,7,26400,25100.0,184800,9100.0,2025,8,17
36629,2026-04-30 21:19:48.737433,O0192,ORIENTAL CAKE 8S BUTTER,BISKUIT,PT.SINBAT,8,8200,7700.0,65600,4000.0,2026,4,30
36630,2025-09-06 21:19:48.738996,J0999,J. CHEESE CRACKERS 250GR,SNACK,0,4,0,0.0,0,0.0,2025,9,6
36631,2025-06-22 21:19:48.740399,S6106,SLEEK PENCUCI PIRING LEMON 1000ML,MINUMAN,AKP[ANUGRAH KAR,5,10400,9918.25,52000,2408.75,2025,6,22
36632,2025-07-29 21:19:48.741715,T1720,TEH BUBUK MELATI 40G,TEH & KOPI,0,5,0,0.0,0,0.0,2025,7,29
36633,2025-05-12 21:19:48.743027,K1739,KOKINAN SOY SAUCE 200ML,KECAP & SAUCE,0,10,0,0.0,0,0.0,2025,5,12
36634,2025-06-21 21:19:48.744319,D1027,DEE-DEE CHILD B.WAS 300ML ORANGE,SABUN & SAMPHOO,0,5,0,0.0,0,0.0,2025,6,21
36635,2025-06-18 21:19:48.745622,P2934,PIXY N.RICH LIPS FANT ROSE 305,KOSMETIK,0,6,0,0.0,0,0.0,2025,6,18
36636,2026-04-17 21:19:48.746925,E0098,EMERON SHP 180ML A-DANDRUFF,SABUN & SAMPHOO,CITRA UTAMA DIS,2,8900,8440.0,17800,920.0,2026,4,17
36637,2025-05-28 21:19:48.748215,H0410,HOSEN SM UNPEELED 425GR,MAKANAN KALENG,"INDOSINMA JAYA,",1,10900,10300.0,10900,600.0,2025,5,28
36638,2026-01-31 21:19:48.749536,I0911,I M DUO 1000ML TIRAMISU&VANILA,ES,0,3,0,0.0,0,0.0,2026,1,31
36639,2025-11-01 21:19:48.750861,B4223,BISKUIT SUPERO  SUSU,PEMBALUT WANITA,SERAYA MAKMUR P,2,500,400.0,1000,200.0,2025,11,1
36640,2025-06-20 21:19:48.752162,S5056,SISTERS KAPAS MUKA 35GR,KAPAS,0,10,0,0.0,0,0.0,2025,6,20
36641,2025-08-17 21:19:48.753459,K0913,KOTEX S&S MAXI 10S,PEMBALUT WANITA,0,9,0,0.0,0,0.0,2025,8,17
36642,2025-05-10 21:19:48.755119,P2206,PIXY MOIST LIPS P-01 3.8G,KOSMETIK,"TANESIA, PT",10,17000,15500.0,170000,15000.0,2025,5,10
36643,2025-06-05 21:19:48.756870,F0446,FRAIS WELL VEG OIL 2000ML,MINYAK GORENG,COLAMAS INDAH S,2,25000,24500.0,50000,1000.0,2025,6,5
36644,2025-12-18 21:19:48.758652,K3392,KG.CREAM CREAKERS 275G,BISKUIT,PT.SUMBER SARI,8,7400,7000.0,59200,3200.0,2025,12,18
36645,2025-08-15 21:19:48.760238,I0583,INUOI FLOWER EDT 89ML BLACK,PARFUM,0,8,0,0.0,0,0.0,2025,8,15
36646,2025-08-31 21:19:48.761637,A1722,AGENDA SEKOLAH FANCY,STATIONERY,0,5,0,0.0,0,0.0,2025,8,31
36647,2025-06-30 21:19:48.763012,S6153,SEMENTA CHOC 40PC,COKELAT,0,5,0,0.0,0,0.0,2025,6,30
36648,2025-07-12 21:19:48.764374,C3844,GARAM MEJA 77 1000G,TEH & KOPI,PT.YAFINDO  MIT,3,5500,5000.0,16500,1500.0,2025,7,12
36649,2025-09-23 21:19:48.765741,K2432,K/K MEN BUSINES MB2-A103,STATIONERY,0,9,0,0.0,0,0.0,2025,9,23
36650,2026-03-24 21:19:48.767116,R0318,RINDA JELLY 342G BAG AST FRUIT,MANISAN,0,5,0,0.0,0,0.0,2026,3,24
36651,2026-01-25 21:19:48.768477,B3214,BASKOM SPAIN 16816 SIP(SA),ALAT RUMAH TANGGA,0,2,0,0.0,0,0.0,2026,1,25
36652,2025-11-22 21:19:48.769993,K3443,KOTAK PENSIL MAGNET 7725,MINUMAN,GAJAH MADA,5,24500,20833.33,122500,18333.34999999999,2025,11,22
36653,2025-09-07 21:19:48.771387,L1916,LACTACYD 60ML FEMINIME,OBATAN,"BINTANG LIMA, P",3,19300,17500.0,57900,5400.0,2025,9,7
36654,2026-01-17 21:19:48.772758,Y0235,YAN YAN SNACK 45G VANILLA,SNACK,0,5,0,0.0,0,0.0,2026,1,17
36655,2026-03-26 21:19:48.774132,I0698,I M KUL KUL KC HIJAU,ES,0,1,0,0.0,0,0.0,2026,3,26
36656,2025-10-21 21:19:48.775506,G1323,GARUDAKIDS RASA AYAM 20G,SNACK,0,7,0,0.0,0,0.0,2025,10,21
36657,2026-03-24 21:19:48.776867,B3343,BVLGARI EDT 100ML AQVA,PARFUM,0,1,0,0.0,0,0.0,2026,3,24
36658,2025-09-14 21:19:48.778237,M2002,M.RATU PEMB 75ML J.NIPIS,KOSMETIK,MESTIKA BATAM S,1,7800,7100.0,7800,700.0,2025,9,14
36659,2026-04-01 21:19:48.779628,J1156,JNJ KORNET JAGUNG 50G,KOSMETIK,PT.YAFINDO  MIT,3,2600,2200.0,7800,1200.0,2026,4,1
36660,2025-09-05 21:19:48.781103,C3833,CERES CLASSIC FUNPACK 20SX12G,DETERGEN,"SUMBER SARI,CV",7,18200,17314.0,127400,6202.0,2025,9,5
36661,2026-01-23 21:19:48.782488,D2402,DOWNY ATTRACTION 900ML REF,SABUN & SAMPHOO,"SUMBER SARI,CV",2,20200,19200.0,40400,2000.0,2026,1,23
36662,2025-06-20 21:19:48.783866,W0553,WOW DET W 30 24GX6S F.LIME,DETERGEN,0,8,0,0.0,0,0.0,2025,6,20
36663,2025-08-23 21:19:48.785344,P4902,PANTENE SHMPO LIVELY CLEAN 180ML,COKELAT,"SUMBER SARI,CV",7,16700,15814.0,116900,6202.0,2025,8,23
36664,2025-11-19 21:19:48.786720,N0863,NUTRI SARI 10S FLORIDA LIME,MINUMAN,NATURAL ALTOVIR,9,10400,8800.0,93600,14400.0,2025,11,19
36665,2026-04-10 21:19:48.788108,G0620,GIZIKU STIK 800G CKL,BISKUIT,0,5,0,0.0,0,0.0,2026,4,10
36666,2026-03-30 21:19:48.789498,G0141,GAGA N-GRG 120G AYAM,MAKANAN KALENG,0,2,0,0.0,0,0.0,2026,3,30
36667,2025-09-15 21:19:48.790919,B3078,BUSA CUCI PIRING 2118 (7S10MGT),ALAT RUMAH TANGGA,0,3,0,0.0,0,0.0,2025,9,15
36668,2025-12-04 21:19:48.792289,P1478,PRAD ALL-IN-ONE 120ML KB,KOSMETIK,0,4,0,0.0,0,0.0,2025,12,4
36669,2025-07-28 21:19:48.793678,A1514,ARROW MARRIE 45G CHOCOLATE,MINUMAN,0,10,0,0.0,0,0.0,2025,7,28
36670,2026-01-23 21:19:48.795035,C0019,C&C TONER 60ML,KOSMETIK,0,4,0,0.0,0,0.0,2026,1,23
36671,2025-07-22 21:19:48.796406,P4912,PHILIPS TORNADO 20W,DETERGEN,CV REZEKI MANDI,9,37200,35200.0,334800,18000.0,2025,7,22
36672,2025-11-18 21:19:48.797773,B4237,BISKUIT KELADI 40200G,BUMBU,CV.JAYA RAYA,7,15700,1.75,109900,109887.75,2025,11,18
36673,2025-05-21 21:19:48.799139,L2390,LOR COND SMOOTH 180ML,KOSMETIK,"BINTANG LIMA, P",4,19900,17600.0,79600,9200.0,2025,5,21
36674,2025-10-28 21:19:48.800542,S6349,SWISS ROLL EGO STRAW 8 INCHS,MINUMAN,0,1,0,0.0,0,0.0,2025,10,28
36675,2026-01-03 21:19:48.802206,T2389,TEH PERENJAK 50G,TEH & KOPI,STARTMARA PRATA,1,16500,15750.0,16500,750.0,2026,1,3
36676,2025-11-25 21:19:48.803607,Y0301,YVONNE DUAL PWD CAKE NATURAL,KOSMETIK,0,2,0,0.0,0,0.0,2025,11,25
36677,2025-05-20 21:19:48.805033,C2485,CONTAINER ESTIMA M-3 EC-23 LS,ALAT RUMAH TANGGA,0,7,0,0.0,0,0.0,2025,5,20
36678,2026-02-06 21:19:48.806407,S0911,SCORING PAD DINISAURUS,ALAT RUMAH TANGGA,0,5,0,0.0,0,0.0,2026,2,6
36679,2026-04-22 21:19:48.807783,P4486,PAMPERS ACTIVE BABY L38,PAMPERS,"SUMBER SARI,CV",7,79300,84700.0,555100,-37800.0,2026,4,22
36680,2025-07-06 21:19:48.809198,P1064,POLYTEX SPON PENYERAP,ALAT RUMAH TANGGA,0,1,0,0.0,0,0.0,2025,7,6
36681,2026-03-27 21:19:48.810680,B2929,BASKOM 13 9017 HW,ALAT RUMAH TANGGA,0,10,0,0.0,0,0.0,2026,3,27
36682,2026-01-28 21:19:48.812075,L2140,LAMPU PHILIPS ESSENTIAL 3U 23W.,ELEKTRONIK,PT MULIATAMA,7,31500,30000.0,220500,10500.0,2026,1,28
36683,2026-02-22 21:19:48.813449,Y0337,YES SUSU BANTAL 180ML COKLAT,MINUMAN,"HANSEL DNP, PT",7,2000,1655.0,14000,2415.0,2026,2,22
36684,2025-06-09 21:19:48.814820,H0376,HORE 40S POLOS JERUK PONTIAN,MINUMAN,0,1,0,0.0,0,0.0,2025,6,9
36685,2026-02-16 21:19:48.816217,K0742,KODOMO B.WASH 180ML REF STRAW,PRODUCT BAYI,PT CITRA UTAMA,8,7000,6629.0,56000,2968.0,2026,2,16
36686,2025-10-06 21:19:48.817871,C1290,CODE 10 HCC BLUE 75ML A/D,MINYAK RAMBUT,0,6,0,0.0,0,0.0,2025,10,6
36687,2025-12-16 21:19:48.819294,D1084,DAISY LIPS SLIM NO.07,KOSMETIK,0,2,0,0.0,0,0.0,2025,12,16
36688,2025-05-24 21:19:48.820780,B3223,BABY CUP SL 033,ALAT RUMAH TANGGA,0,10,0,0.0,0,0.0,2025,5,24
36689,2025-12-03 21:19:48.822177,P4241,PONDS AGE MIRACLE DUEL EYE THERAPY,KOSMETIK,PRINTIS PRIBADI,9,89200,86500.0,802800,24300.0,2025,12,3
36690,2025-06-26 21:19:48.823560,S3986,SAHARA F.FOAM 80GR ZAITUN&SUSU,KOSMETIK,0,2,0,0.0,0,0.0,2025,6,26
36691,2025-08-26 21:19:48.824936,U0019,UBM MINI ASSORTED 150G,BISKUIT,0,7,0,0.0,0,0.0,2025,8,26
36692,2025-07-23 21:19:48.826306,S4382,SALUTE SIGI EXTREME M.PACK,PASTA & S-GIGI,0,5,0,0.0,0,0.0,2025,7,23
